ts,hypothesis,arm,market,tf,n_trades,pf,sharpe,expected_days,pass_rate,null_margin,verdict,prereg,params,note
2026-09-18T06:40:10+00:00,FEED-GVZ,GVZ.change5.XAUUSD.h5,XAUUSD,1d,175,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-064010.md,"{""candidate_key"": ""GVZ|change|5|1|XAUUSD|5|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 50.897, ""hold"": 5, ""lag"": 1, ""median_bps"": 28.869, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T06:40:10+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.BTCUSDT.h1,BTCUSDT,1d,536,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-BTCUSDT-20260918-064010.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|BTCUSDT|1|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": 20.946, ""hold"": 1, ""lag"": 1, ""median_bps"": 12.394, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.7}","response not monotone, rho 0.70"
2026-09-18T06:40:10+00:00,FEED-T10YIE,T10YIE.change5.BTCUSDT.h3,BTCUSDT,1d,591,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-BTCUSDT-20260918-064010.md,"{""candidate_key"": ""T10YIE|change|5|1|BTCUSDT|3|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": 22.391, ""hold"": 3, ""lag"": 1, ""median_bps"": -5.198, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}",mean and median disagree in sign - skew trap
2026-09-18T06:40:10+00:00,FEED-VIX,VIX.change5.BTCUSDT.h3,BTCUSDT,1d,530,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-BTCUSDT-20260918-064010.md,"{""candidate_key"": ""VIX|change|5|1|BTCUSDT|3|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": -20.11, ""hold"": 3, ""lag"": 1, ""median_bps"": 18.65, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}",mean and median disagree in sign - skew trap
2026-09-18T06:40:10+00:00,FEED-VIX3M,VIX3M.change5.BTCUSDT.h1,BTCUSDT,1d,503,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-BTCUSDT-20260918-064010.md,"{""candidate_key"": ""VIX3M|change|5|1|BTCUSDT|1|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": -12.826, ""hold"": 1, ""lag"": 1, ""median_bps"": 21.423, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}",effect 12.8 under the 18.0 bar
2026-09-18T06:40:10+00:00,FEED-VIX_TERM,VIX_TERM.change5.BTCUSDT.h1,BTCUSDT,1d,517,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-BTCUSDT-20260918-064010.md,"{""candidate_key"": ""VIX_TERM|change|5|1|BTCUSDT|1|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": -12.038, ""hold"": 1, ""lag"": 1, ""median_bps"": 14.471, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}",effect 12.0 under the 18.0 bar
2026-09-18T06:40:11+00:00,FEED-DFII10,DFII10.change5.BTCUSDT.h5,BTCUSDT,1d,563,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""DFII10|change|5|1|BTCUSDT|5|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": 20.961, ""hold"": 5, ""lag"": 1, ""median_bps"": 38.441, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}","response not monotone, rho 0.30"
2026-09-18T06:40:11+00:00,FEED-DFII10,DFII10.change5.BTCUSDT.h10,BTCUSDT,1d,330,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""DFII10|change|5|1|BTCUSDT|10|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": -11.157, ""hold"": 10, ""lag"": 1, ""median_bps"": 111.773, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}",effect 11.2 under the 18.0 bar
2026-09-18T06:40:11+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.BTCUSDT.h5,BTCUSDT,1d,421,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|BTCUSDT|5|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": -50.077, ""hold"": 5, ""lag"": 1, ""median_bps"": -24.452, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.6}","response not monotone, rho -0.60"
2026-09-18T06:40:11+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.BTCUSDT.h10,BTCUSDT,1d,330,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|BTCUSDT|10|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": -52.286, ""hold"": 10, ""lag"": 1, ""median_bps"": -32.866, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.8}","response not monotone, rho -0.80"
2026-09-18T06:40:11+00:00,FEED-GVZ,GVZ.change5.XAUUSD.h10,XAUUSD,1d,93,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-064011.md,"{""candidate_key"": ""GVZ|change|5|1|XAUUSD|10|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 91.126, ""hold"": 10, ""lag"": 1, ""median_bps"": 64.591, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T06:40:11+00:00,FEED-GVZ,GVZ.change5.XAUUSD.h20,XAUUSD,1d,46,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-064011.md,"{""candidate_key"": ""GVZ|change|5|1|XAUUSD|20|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 57.724, ""hold"": 20, ""lag"": 1, ""median_bps"": 127.235, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T06:40:11+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.BTCUSDT.h3,BTCUSDT,1d,536,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-BTCUSDT-20260918-064010.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|BTCUSDT|3|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": 83.877, ""hold"": 3, ""lag"": 1, ""median_bps"": 27.143, ""origin"": ""library"", ""p_null"": 0.11, ""rho"": 0.9}","loses to its own shuffle, p=0.110"
2026-09-18T06:40:11+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.BTCUSDT.h5,BTCUSDT,1d,534,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|BTCUSDT|5|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": 74.13, ""hold"": 5, ""lag"": 1, ""median_bps"": 73.165, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.2}","response not monotone, rho 0.20"
2026-09-18T06:40:11+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.BTCUSDT.h10,BTCUSDT,1d,330,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|BTCUSDT|10|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": 59.705, ""hold"": 10, ""lag"": 1, ""median_bps"": 129.823, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}","response not monotone, rho 0.30"
2026-09-18T06:40:11+00:00,FEED-T10YIE,T10YIE.change5.BTCUSDT.h5,BTCUSDT,1d,591,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""T10YIE|change|5|1|BTCUSDT|5|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": 20.449, ""hold"": 5, ""lag"": 1, ""median_bps"": 20.283, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T06:40:11+00:00,FEED-T10YIE,T10YIE.change5.BTCUSDT.h10,BTCUSDT,1d,330,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""T10YIE|change|5|1|BTCUSDT|10|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": 46.957, ""hold"": 10, ""lag"": 1, ""median_bps"": 50.425, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}","response not monotone, rho 0.30"
2026-09-18T06:40:11+00:00,FEED-T10YIE,T10YIE.change5.BTCUSDT.h20,BTCUSDT,1d,164,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""T10YIE|change|5|1|BTCUSDT|20|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": 70.121, ""hold"": 20, ""lag"": 1, ""median_bps"": 76.484, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T06:40:11+00:00,FEED-VIX,VIX.change5.BTCUSDT.h5,BTCUSDT,1d,529,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""VIX|change|5|1|BTCUSDT|5|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": -59.722, ""hold"": 5, ""lag"": 1, ""median_bps"": -12.631, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}","response not monotone, rho -0.30"
2026-09-18T06:40:11+00:00,FEED-VIX,VIX.change5.BTCUSDT.h10,BTCUSDT,1d,330,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""VIX|change|5|1|BTCUSDT|10|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": -21.085, ""hold"": 10, ""lag"": 1, ""median_bps"": -75.403, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}","response not monotone, rho -0.30"
2026-09-18T06:40:11+00:00,FEED-VIX,VIX.change5.BTCUSDT.h20,BTCUSDT,1d,164,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""VIX|change|5|1|BTCUSDT|20|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": 96.906, ""hold"": 20, ""lag"": 1, ""median_bps"": -105.574, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}",mean and median disagree in sign - skew trap
2026-09-18T06:40:11+00:00,FEED-VIX3M,VIX3M.change5.BTCUSDT.h3,BTCUSDT,1d,503,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""VIX3M|change|5|1|BTCUSDT|3|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": -51.883, ""hold"": 3, ""lag"": 1, ""median_bps"": 12.404, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}",mean and median disagree in sign - skew trap
2026-09-18T06:40:11+00:00,FEED-VIX3M,VIX3M.change5.BTCUSDT.h5,BTCUSDT,1d,503,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""VIX3M|change|5|1|BTCUSDT|5|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": -94.443, ""hold"": 5, ""lag"": 1, ""median_bps"": -34.311, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.7}","response not monotone, rho -0.70"
2026-09-18T06:40:11+00:00,FEED-VIX_TERM,VIX_TERM.change5.BTCUSDT.h3,BTCUSDT,1d,517,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""VIX_TERM|change|5|1|BTCUSDT|3|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": -27.549, ""hold"": 3, ""lag"": 1, ""median_bps"": 3.302, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.1}",mean and median disagree in sign - skew trap
2026-09-18T06:40:11+00:00,FEED-VIX_TERM,VIX_TERM.change5.BTCUSDT.h5,BTCUSDT,1d,516,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-BTCUSDT-20260918-064011.md,"{""candidate_key"": ""VIX_TERM|change|5|1|BTCUSDT|5|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": -24.683, ""hold"": 5, ""lag"": 1, ""median_bps"": -0.32, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.5}","response not monotone, rho -0.50"
2026-09-18T06:43:43+00:00,FEED-T10YIE,T10YIE.zscore60.XAUUSD.h10,XAUUSD,1d,58,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-XAUUSD-20260918-064343.md,"{""candidate_key"": ""T10YIE|zscore|60|1|XAUUSD|10|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": -71.861, ""hold"": 10, ""lag"": 1, ""median_bps"": -73.083, ""origin"": ""llm"", ""p_null"": null, ""rho"": -0.8}","response not monotone, rho -0.80"
2026-09-18T06:43:43+00:00,FEED-VIX_TERM,VIX_TERM.change5.USDJPY.h3,USDJPY,1d,176,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-USDJPY-20260918-064343.md,"{""candidate_key"": ""VIX_TERM|change|5|1|USDJPY|3|-1"", ""cost_bar_bps"": 1.1, ""direction"": -1, ""effect_bps"": -2.988, ""hold"": 3, ""lag"": 1, ""median_bps"": 7.38, ""origin"": ""llm"", ""p_null"": null, ""rho"": -0.5}",mean and median disagree in sign - skew trap
2026-09-18T07:35:06+00:00,H-052,gold_askbid_imbalance_h1,XAUUSD,1h,1810,nan,nan,nan,nan,nan,FAIL,docs/prereg/TEMPLATE.md,"{""candidate_key"": ""GOLDFLOW_IMB|level|0|1|XAUUSD|1|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 0.3, ""hold"": 1, ""lag"": 1, ""median_bps"": 0.2, ""origin"": ""manual"", ""p_null"": null, ""rho"": 0.1, ""source"": ""cached flow only: 240 of 689 business days, 2024 absent""}",effect 0.3 under the 2.1 bar
2026-09-18T07:35:06+00:00,H-052,gold_askbid_imbalance_h3,XAUUSD,1h,1389,nan,nan,nan,nan,nan,FAIL,docs/prereg/TEMPLATE.md,"{""candidate_key"": ""GOLDFLOW_IMB|level|0|1|XAUUSD|3|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 17.8, ""hold"": 3, ""lag"": 1, ""median_bps"": 0.7, ""origin"": ""manual"", ""p_null"": 0.1, ""rho"": 0.9, ""source"": ""cached flow only: 240 of 689 business days, 2024 absent""}",monotone but loses to its own shuffle p=0.100
2026-09-18T07:35:06+00:00,H-052,gold_askbid_imbalance_h6,XAUUSD,1h,694,nan,nan,nan,nan,nan,FAIL,docs/prereg/TEMPLATE.md,"{""candidate_key"": ""GOLDFLOW_IMB|level|0|1|XAUUSD|6|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 22.8, ""hold"": 6, ""lag"": 1, ""median_bps"": -0.4, ""origin"": ""manual"", ""p_null"": null, ""rho"": 0.7, ""source"": ""cached flow only: 240 of 689 business days, 2024 absent""}",mean and median disagree in sign - skew trap
2026-09-18T07:35:06+00:00,H-052,gold_askbid_imbalance_h12,XAUUSD,1h,346,nan,nan,nan,nan,nan,FAIL,docs/prereg/TEMPLATE.md,"{""candidate_key"": ""GOLDFLOW_IMB|level|0|1|XAUUSD|12|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 26.2, ""hold"": 12, ""lag"": 1, ""median_bps"": -7.0, ""origin"": ""manual"", ""p_null"": null, ""rho"": 0.1, ""source"": ""cached flow only: 240 of 689 business days, 2024 absent""}",mean and median disagree in sign - skew trap
2026-09-18T07:35:06+00:00,H-052,gold_askbid_imbalance_h24,XAUUSD,1h,172,nan,nan,nan,nan,nan,FAIL,docs/prereg/TEMPLATE.md,"{""candidate_key"": ""GOLDFLOW_IMB|level|0|1|XAUUSD|24|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 76.2, ""hold"": 24, ""lag"": 1, ""median_bps"": -10.5, ""origin"": ""manual"", ""p_null"": null, ""rho"": 0.7, ""source"": ""cached flow only: 240 of 689 business days, 2024 absent""}",mean and median disagree in sign - skew trap
2026-09-18T07:49:00+00:00,FEED-DFII10,DFII10.change5.BTCUSDT.h20,BTCUSDT,1d,164,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-BTCUSDT-20260918-074900.md,"{""candidate_key"": ""DFII10|change|5|1|BTCUSDT|20|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": 56.242, ""hold"": 20, ""lag"": 1, ""median_bps"": 293.454, ""origin"": ""library"", ""p_null"": 0.805, ""rho"": 0.9}","loses to its own shuffle, p=0.805"
2026-09-18T07:49:00+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.BTCUSDT.h20,BTCUSDT,1d,164,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-BTCUSDT-20260918-074900.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|BTCUSDT|20|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": 46.433, ""hold"": 20, ""lag"": 1, ""median_bps"": 137.751, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.5}","response not monotone, rho 0.50"
2026-09-18T07:49:00+00:00,FEED-GVZ,GVZ.change20.XAUUSD.h1,XAUUSD,1d,84,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-074900.md,"{""candidate_key"": ""GVZ|change|20|1|XAUUSD|1|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 14.309, ""hold"": 1, ""lag"": 1, ""median_bps"": -5.0, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}",mean and median disagree in sign - skew trap
2026-09-18T07:49:00+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.BTCUSDT.h20,BTCUSDT,1d,164,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-BTCUSDT-20260918-074900.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|BTCUSDT|20|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": 226.358, ""hold"": 20, ""lag"": 1, ""median_bps"": 408.278, ""origin"": ""library"", ""p_null"": 0.285, ""rho"": 0.9}","loses to its own shuffle, p=0.285"
2026-09-18T07:49:00+00:00,FEED-T10YIE,T10YIE.change5.XAUUSD.h1,XAUUSD,1d,217,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-XAUUSD-20260918-074900.md,"{""candidate_key"": ""T10YIE|change|5|1|XAUUSD|1|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 3.973, ""hold"": 1, ""lag"": 1, ""median_bps"": 0.275, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.2}","response not monotone, rho -0.20"
2026-09-18T07:49:00+00:00,FEED-VIX,VIX.change5.XAUUSD.h1,XAUUSD,1d,168,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-XAUUSD-20260918-074900.md,"{""candidate_key"": ""VIX|change|5|1|XAUUSD|1|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 3.135, ""hold"": 1, ""lag"": 1, ""median_bps"": 8.4, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.5}","response not monotone, rho 0.50"
2026-09-18T07:49:01+00:00,FEED-VIX3M,VIX3M.change5.BTCUSDT.h10,BTCUSDT,1d,330,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-BTCUSDT-20260918-074901.md,"{""candidate_key"": ""VIX3M|change|5|1|BTCUSDT|10|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": -102.981, ""hold"": 10, ""lag"": 1, ""median_bps"": -143.283, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.3}","response not monotone, rho -0.30"
2026-09-18T07:49:01+00:00,FEED-VIX_TERM,VIX_TERM.change5.BTCUSDT.h10,BTCUSDT,1d,330,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-BTCUSDT-20260918-074901.md,"{""candidate_key"": ""VIX_TERM|change|5|1|BTCUSDT|10|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": 78.035, ""hold"": 10, ""lag"": 1, ""median_bps"": 7.79, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}","response not monotone, rho 0.10"
2026-09-18T07:59:01+00:00,FEED-DFII10,DFII10.change5.XAUUSD.h1,XAUUSD,1d,197,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-XAUUSD-20260918-075901.md,"{""candidate_key"": ""DFII10|change|5|1|XAUUSD|1|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": -9.863, ""hold"": 1, ""lag"": 1, ""median_bps"": -2.772, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.2}","response not monotone, rho -0.20"
2026-09-18T07:59:01+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.XAUUSD.h1,XAUUSD,1d,142,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-XAUUSD-20260918-075901.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|XAUUSD|1|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": 2.723, ""hold"": 1, ""lag"": 1, ""median_bps"": -2.459, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.2}",mean and median disagree in sign - skew trap
2026-09-18T07:59:01+00:00,FEED-GVZ,GVZ.change20.XAUUSD.h3,XAUUSD,1d,83,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-075901.md,"{""candidate_key"": ""GVZ|change|20|1|XAUUSD|3|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 34.451, ""hold"": 3, ""lag"": 1, ""median_bps"": 8.836, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}","response not monotone, rho 0.30"
2026-09-18T07:59:01+00:00,FEED-REAL_MINUS_BE,REAL_MINUS_BE.change5.XAUUSD.h1,XAUUSD,1d,194,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-REAL_MINUS_BE-XAUUSD-20260918-075901.md,"{""candidate_key"": ""REAL_MINUS_BE|change|5|1|XAUUSD|1|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": -13.904, ""hold"": 1, ""lag"": 1, ""median_bps"": -6.052, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.6}","response not monotone, rho -0.60"
2026-09-18T07:59:01+00:00,FEED-T10YIE,T10YIE.change5.XAUUSD.h3,XAUUSD,1d,217,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-T10YIE-XAUUSD-20260918-075901.md,"{""candidate_key"": ""T10YIE|change|5|1|XAUUSD|3|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": -2.497, ""hold"": 3, ""lag"": 1, ""median_bps"": -31.463, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.4}","response not monotone, rho -0.40"
2026-09-18T07:59:01+00:00,FEED-VIX,VIX.change5.XAUUSD.h3,XAUUSD,1d,167,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX-XAUUSD-20260918-075901.md,"{""candidate_key"": ""VIX|change|5|1|XAUUSD|3|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 40.365, ""hold"": 3, ""lag"": 1, ""median_bps"": 32.984, ""origin"": ""library"", ""p_null"": 0.21, ""rho"": 0.9}","loses to its own shuffle, p=0.210"
2026-09-18T07:59:01+00:00,FEED-VIX3M,VIX3M.change5.BTCUSDT.h20,BTCUSDT,1d,164,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX3M-BTCUSDT-20260918-075901.md,"{""candidate_key"": ""VIX3M|change|5|1|BTCUSDT|20|+1"", ""cost_bar_bps"": 18.0, ""direction"": 1, ""effect_bps"": 26.438, ""hold"": 20, ""lag"": 1, ""median_bps"": -96.697, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.1}",mean and median disagree in sign - skew trap
2026-09-18T07:59:01+00:00,FEED-VIX_TERM,VIX_TERM.change5.BTCUSDT.h20,BTCUSDT,1d,164,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-VIX_TERM-BTCUSDT-20260918-075901.md,"{""candidate_key"": ""VIX_TERM|change|5|1|BTCUSDT|20|-1"", ""cost_bar_bps"": 18.0, ""direction"": -1, ""effect_bps"": 149.788, ""hold"": 20, ""lag"": 1, ""median_bps"": 28.685, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.2}","response not monotone, rho 0.20"
2026-09-18T08:09:02+00:00,FEED-DFII10,DFII10.change5.XAUUSD.h3,XAUUSD,1d,196,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DFII10-XAUUSD-20260918-080902.md,"{""candidate_key"": ""DFII10|change|5|1|XAUUSD|3|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": -16.258, ""hold"": 3, ""lag"": 1, ""median_bps"": -14.348, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.0}","response not monotone, rho 0.00"
2026-09-18T08:09:02+00:00,FEED-DTWEXBGS,DTWEXBGS.change5.XAUUSD.h3,XAUUSD,1d,142,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-DTWEXBGS-XAUUSD-20260918-080902.md,"{""candidate_key"": ""DTWEXBGS|change|5|1|XAUUSD|3|-1"", ""cost_bar_bps"": 2.13, ""direction"": -1, ""effect_bps"": -1.864, ""hold"": 3, ""lag"": 1, ""median_bps"": -16.21, ""origin"": ""library"", ""p_null"": null, ""rho"": -0.1}",effect 1.9 under the 2.1 bar
2026-09-18T08:09:02+00:00,FEED-GVZ,GVZ.change20.XAUUSD.h5,XAUUSD,1d,82,nan,nan,nan,nan,nan,FAIL,docs/prereg/FEED-GVZ-XAUUSD-20260918-080902.md,"{""candidate_key"": ""GVZ|change|20|1|XAUUSD|5|+1"", ""cost_bar_bps"": 2.13, ""direction"": 1, ""effect_bps"": 49.123, ""hold"": 5, ""lag"": 1, ""median_bps"": 2.548, ""origin"": ""library"", ""p_null"": null, ""rho"": 0.3}","response not monotone, rho 0.30"
